"SRA_Run","Gene_Name","HIGH","LOW","MODERATE","MODIFIER"
"SRR11445484","PA3927-PA3928",0,0,0,13
"SRR11445484","PA3928",0,3,1,0
"SRR11445484","PA3931",0,12,0,0
"SRR11445484","PA3931-PA3932",0,0,0,3
"SRR11445484","PA3932",0,9,5,0
"SRR11445484","PA3932-PA3933",0,0,0,2
"SRR11445484","PA3933",0,18,1,0
"SRR11445484","PA3933-PA3934",0,0,0,5
"SRR11445484","PA3934",0,15,2,0
"SRR11445484","PA3934-tauD",0,0,0,3
"SRR11445484","PA3936",0,6,0,0
"SRR11445484","PA3937",0,5,2,0
"SRR11445484","PA3937-PA3938",0,0,0,2
"SRR11445484","PA3938",0,5,0,0
"SRR11445484","PA3938-PA3939",0,0,0,4
"SRR11445484","PA3939",0,2,2,0
"SRR11445484","PA3939-PA3940",0,0,0,2
"SRR11445484","PA3941",0,0,1,0
"SRR11445484","PA3943",0,3,3,0
"SRR11445484","PA3944",0,6,1,0
"SRR11445484","PA3945",0,8,1,0
"SRR11445484","PA3945-rocS1",0,0,0,7
"SRR11445484","PA3949",0,9,5,0
"SRR11445484","PA3950",0,19,2,0
"SRR11445484","PA3950-PA3951",0,0,0,2
"SRR11445484","PA3951",0,1,0,0
"SRR11445484","PA3952",0,9,4,0
"SRR11445484","PA3953",0,5,2,0
"SRR11445484","PA3953-PA3954",0,0,0,1
"SRR11445484","PA3954",0,4,0,0
"SRR11445484","PA3954-PA3955",0,0,0,1
"SRR11445484","PA3955",0,3,1,0
"SRR11445484","PA3956",0,1,2,0
"SRR11445484","PA3957",0,8,2,0
"SRR11445484","PA3957-PA3958",0,0,0,2
"SRR11445484","PA3958",0,4,1,0
"SRR11445484","PA3958-PA3959",0,0,0,1
"SRR11445484","PA3959",0,4,1,0
"SRR11445484","PA3960",0,1,0,0
"SRR11445484","PA3961",0,17,1,0
"SRR11445484","PA3963",0,4,0,0
"SRR11445484","PA3963a",0,4,5,0
"SRR11445484","PA3963a-PA3965",0,0,0,6
"SRR11445484","PA3965",0,3,0,0
"SRR11445484","PA3965-PA3966",0,0,0,1
"SRR11445484","PA3967",0,1,0,0
"SRR11445484","PA3969",0,6,1,0
"SRR11445484","PA3969a",0,8,2,0
"SRR11445484","PA3969a-amn",0,0,0,8
"SRR11445484","PA3972",0,9,1,0
"SRR11445484","PA3973",0,5,1,0
"SRR11445484","PA3978",0,4,0,0
"SRR11445484","PA3980",0,3,0,0
"SRR11445484","PA3981",0,8,0,0
"SRR11445484","PA3982",0,1,0,0
"SRR11445484","PA3983",0,5,0,0
"SRR11445484","PA3983-lnt",0,0,0,1
"SRR11445484","PA3985",0,3,1,0
"SRR11445484","PA3986",0,2,1,0
"SRR11445484","PA3986-leuS",0,0,0,2
"SRR11445484","PA3988",0,0,1,0
"SRR11445484","PA3990-PA3992",0,0,0,8
"SRR11445484","PA3992",0,16,8,0
"SRR11445484","PA3992-PA3993",0,0,0,1
"SRR11445484","PA3993-PA3994",0,0,0,1
"SRR11445484","PA3994",0,14,6,0
"SRR11445484","PA3994-PA3995",0,0,0,3
"SRR11445484","PA3995",0,3,1,0
"SRR11445484","PA3995-lis",0,0,0,7
"SRR11445484","PA3998",0,1,1,0
"SRR11445484","PA4000",0,8,2,0
"SRR11445484","PA4005",0,1,0,0
"SRR11445484","PA4008",0,10,10,0
"SRR11445484","PA4008-PA4009",0,0,0,1
"SRR11445484","PA4009",0,12,1,0
"SRR11445484","PA4010",0,6,1,0
"SRR11445484","PA4011",0,8,2,0
"SRR11445484","PA4011-PA4012",0,0,0,1
"SRR11445484","PA4012",0,2,0,0
"SRR11445484","PA4013",0,6,2,0
"SRR11445484","PA4014",0,2,0,0
"SRR11445484","PA4015-PA4016",0,0,0,2
"SRR11445484","PA4016",0,6,1,0
"SRR11445484","PA4017",0,4,2,0
"SRR11445484","PA4017-PA4018",0,0,0,3
"SRR11445484","PA4018",0,2,2,0
"SRR11445484","PA4019",0,2,0,0
"SRR11445484","PA4019-mpl",0,0,0,1
"SRR11445484","PA4021",0,9,3,0
"SRR11445484","PA4021-PA4022",0,0,0,2
"SRR11445484","PA4022",0,12,4,0
"SRR11445484","PA4022-PA4023",0,0,0,1
"SRR11445484","PA4023",0,3,1,0
"SRR11445484","PA4025",0,2,2,0
"SRR11445484","PA4026",0,2,0,0
"SRR11445484","PA4027",0,5,2,0
"SRR11445484","PA4027a",0,17,6,0
"SRR11445484","PA4029",0,2,0,0
"SRR11445484","PA4030",0,12,1,0
"SRR11445484","PA4032",0,2,0,0
"SRR11445484","PA4033",0,4,0,0
"SRR11445484","PA4033-aqpZ",0,0,0,2
"SRR11445484","PA4035",0,8,3,0
"SRR11445484","PA4035-PA4036",0,0,0,2
"SRR11445484","PA4036",0,10,4,0
"SRR11445484","PA4036-PA4037",0,0,0,4
"SRR11445484","PA4037",0,7,4,0
"SRR11445484","PA4038",0,7,2,0
"SRR11445484","PA4038-PA4039",0,0,0,1
"SRR11445484","PA4039",0,11,8,0
"SRR11445484","PA4040",0,5,9,0
"SRR11445484","PA4040-PA4041",0,0,0,3
"SRR11445484","PA4041",0,11,5,0
"SRR11445484","PA4041-xseB",0,0,0,1
"SRR11445484","PA4045",0,8,0,0
"SRR11445484","PA4046",0,0,1,0
"SRR11445484","PA4048",0,6,1,0
"SRR11445484","PA4049",0,8,1,0
"SRR11445484","PA4060",0,1,1,0
"SRR11445484","PA4061",0,7,4,0
"SRR11445484","PA4062",0,3,1,0
"SRR11445484","PA4063",0,4,1,0
"SRR11445484","PA4063-PA4064",0,0,0,1
"SRR11445484","PA4065",0,3,2,0
"SRR11445484","PA4066",0,4,1,0
"SRR11445484","PA4066-oprG",0,0,0,1
"SRR11445484","PA4068",0,7,0,0
"SRR11445484","PA4069",0,4,0,0
"SRR11445484","PA4070",0,8,3,0
"SRR11445484","PA4070-PA4071",0,0,0,1
"SRR11445484","PA4071",0,4,1,0
"SRR11445484","PA4072",1,7,4,0
"SRR11445484","PA4072-PA4073",0,0,0,5
"SRR11445484","PA4073",0,17,2,0
"SRR11445484","PA4073-PA4074",0,0,0,2
"SRR11445484","PA4074",0,5,1,0
"SRR11445484","PA4075",0,4,2,0
"SRR11445484","PA4075-PA4076",0,0,0,2
"SRR11445484","PA4076",0,1,4,0
"SRR11445484","PA4077",0,5,0,0
"SRR11445484","PA4077-PA4078",0,0,0,6
"SRR11445484","PA4078",0,42,23,0
"SRR11445484","PA4078-PA4079",0,0,0,2
"SRR11445484","PA4079",0,7,3,0
"SRR11445484","PA4080",0,2,0,0
"SRR11445484","PA4080-cupB6",0,0,0,8
"SRR11445484","PA4087",0,5,4,0
"SRR11445484","PA4088",0,5,4,0
"SRR11445484","PA4089",0,3,0,0
"SRR11445484","PA4089-PA4090",0,0,0,4
"SRR11445484","PA4090",0,1,0,0
"SRR11445484","PA4090-hpaA",0,0,0,1
"SRR11445484","PA4093",0,3,0,0
"SRR11445484","PA4093-PA4094",0,0,0,1
"SRR11445484","PA4094",0,2,0,0
"SRR11445484","PA4094-PA4095",0,0,0,3
"SRR11445484","PA4095",0,5,1,0
"SRR11445484","PA4095-PA4096",0,0,0,2
"SRR11445484","PA4096",0,7,2,0
"SRR11445484","PA4097",0,12,4,0
"SRR11445484","PA4097-PA4098",0,0,0,1
"SRR11445484","PA4098",0,1,0,0
"SRR11445484","PA4099",0,7,0,0
"SRR11445484","PA4099-PA4100",0,0,0,1
"SRR11445484","PA4100",0,8,2,0
"SRR11445484","PA4107-PA4108",0,0,0,3
"SRR11445484","PA4108",0,16,13,0
"SRR11445484","PA4108-PA4108a",0,0,0,10
"SRR11445484","PA4108a",0,2,2,0
"SRR11445484","PA4111",0,1,0,0
"SRR11445484","PA4111-PA4112",0,0,0,3
"SRR11445484","PA4112",0,21,3,0
"SRR11445484","PA4112-PA4113",0,0,0,1
"SRR11445484","PA4113",0,5,0,0
"SRR11445484","PA4114",0,1,0,0
"SRR11445484","PA4114-PA4115",0,0,0,2
"SRR11445484","PA4115",0,6,0,0
"SRR11445484","PA4118",0,1,0,0
"SRR11445484","PA4118-aph",0,0,0,1
"SRR11445484","PA4120",0,6,2,0
"SRR11445484","PA4120-PA4121",0,0,0,2
"SRR11445484","PA4121",0,5,5,0
"SRR11445484","PA4122",0,3,1,0
"SRR11445484","PA4126",0,8,1,0
"SRR11445484","PA4128",0,7,5,0
"SRR11445484","PA4128-PA4129",0,0,0,3
"SRR11445484","PA4129",0,5,0,0
"SRR11445484","PA4130",0,8,4,0
"SRR11445484","PA4130-PA4131",0,0,0,1
"SRR11445484","PA4131",0,12,2,0
"SRR11445484","PA4132",0,9,1,0
"SRR11445484","PA4132-PA4133",0,0,0,9
"SRR11445484","PA4133",0,9,0,0
"SRR11445484","PA4134",0,1,0,0
"SRR11445484","PA4135",0,3,0,0
"SRR11445484","PA4136",0,5,0,0
"SRR11445484","PA4136-PA4137",0,0,0,17
"SRR11445484","PA4137",0,6,2,0
"SRR11445484","PA4137-tyrS",0,0,0,1
"SRR11445484","PA4139",0,3,0,0
"SRR11445484","PA4139-PA4140",0,0,0,6
"SRR11445484","PA4140",0,17,9,0
"SRR11445484","PA4140-PA4141",0,0,0,3
"SRR11445484","PA4141",0,1,0,0
"SRR11445484","PA4141-PA4142",0,0,0,4
"SRR11445484","PA4142",0,4,0,0
"SRR11445484","PA4143",0,9,1,0
"SRR11445484","PA4144",0,3,1,0
"SRR11445484","PA4144-PA4145",0,0,0,1
"SRR11445484","PA4145",0,1,0,0
"SRR11445484","PA4145a",0,2,3,0
"SRR11445484","PA4148",0,1,0,0
"SRR11445484","PA4149",0,2,0,0
"SRR11445484","PA4150",0,5,2,0
"SRR11445484","PA4152",0,1,3,0
"SRR11445484","PA4153",0,1,4,0
"SRR11445484","PA4153-PA4154",0,0,0,1
"SRR11445484","PA4154",0,9,0,0
"SRR11445484","PA4154-PA4155",0,0,0,11
"SRR11445484","PA4155",0,3,2,0
"SRR11445484","PA4155-PA4156",0,0,0,1
"SRR11445484","PA4156",0,8,3,0
"SRR11445484","PA4156-PA4157",0,0,0,2
"SRR11445484","PA4157",0,10,2,0
"SRR11445484","PA4162",0,11,1,0
"SRR11445484","PA4162-PA4163",0,0,0,2
"SRR11445484","PA4163",0,3,1,0
"SRR11445484","PA4163-PA4164",0,0,0,1
"SRR11445484","PA4164",0,1,1,0
"SRR11445484","PA4164-PA4165",0,0,0,2
"SRR11445484","PA4165",0,16,4,0
"SRR11445484","PA4165-PA4166",0,0,0,3
"SRR11445484","PA4166",0,3,3,0
"SRR11445484","PA4166-PA4167",0,0,0,1
"SRR11445484","PA4167",0,8,2,0
"SRR11445484","PA4167-fpvB",0,0,0,8
"SRR11445484","PA4169",0,1,1,0
"SRR11445484","PA4170",0,3,1,0
"SRR11445484","PA4170-PA4171",0,0,0,2
"SRR11445484","PA4171",0,1,1,0
"SRR11445484","PA4172",0,6,2,0
"SRR11445484","PA4173",0,1,3,0
"SRR11445484","PA4173-PA4174",0,0,0,1
"SRR11445484","PA4174",0,8,5,0
"SRR11445484","PA4174-piv",0,0,0,33
"SRR11445484","PA4177",0,17,6,0
"SRR11445484","PA4177-PA4178",0,0,0,1
"SRR11445484","PA4178",0,1,2,0
"SRR11445484","PA4178-PA4179",0,0,0,2
"SRR11445484","PA4179",0,6,5,0
"SRR11445484","PA4179-PA4180",0,0,0,1
"SRR11445484","PA4180",0,14,2,0
"SRR11445484","PA4180-PA4181",0,0,0,1
"SRR11445484","PA4181",0,2,4,0
"SRR11445484","PA4182",0,3,0,0
"SRR11445484","PA4183",0,7,0,0
"SRR11445484","PA4184",0,7,2,0
"SRR11445484","PA4184-PA4185",0,0,0,8
"SRR11445484","PA4185",0,5,2,0
"SRR11445484","PA4185-PA4186",0,0,0,1
"SRR11445484","PA4186",0,10,3,0
"SRR11445484","PA4186-PA4187",0,0,0,3
"SRR11445484","PA4187",0,3,1,0
"SRR11445484","PA4188",0,2,0,0
"SRR11445484","PA4189",0,2,2,0
"SRR11445484","PA4191",0,2,0,0
"SRR11445484","PA4192",0,0,1,0
"SRR11445484","PA4193",0,1,2,0
"SRR11445484","PA4194",0,3,1,0
"SRR11445484","PA4195",0,2,3,0
"SRR11445484","PA4195-bfiR",0,0,0,1
"SRR11445484","PA4198",0,2,0,0
"SRR11445484","PA4199",0,7,2,0
"SRR11445484","PA4199-PA4200",0,0,0,4
"SRR11445484","PA4200",0,5,1,0
"SRR11445484","PA4202",0,9,7,0
"SRR11445484","PA4202-PA4203",0,0,0,2
"SRR11445484","PA4203",0,5,7,0
"SRR11445484","PA4218",0,10,1,0
"SRR11445484","PA4219",0,9,6,0
"SRR11445484","PA4220",0,1,4,0
"SRR11445484","PA4222",0,12,7,0
"SRR11445484","PA4223",0,16,9,0
"SRR11445484","PA4233",0,4,2,0
"SRR11445484","PA4233-uvrA",0,0,0,1
"SRR11445484","PA4278",0,2,1,0
"SRR11445484","PA4279",0,2,1,0
"SRR11445484","PA4280.1",0,0,0,1
"SRR11445484","PA4280.5-sbcD",0,0,0,5
"SRR11445484","PA4282",0,22,22,0
"SRR11445484","PA4286",0,3,0,0
"SRR11445484","PA4286-PA4287",0,0,0,1
"SRR11445484","PA4287",0,6,1,0
"SRR11445484","PA4287-PA4288",0,0,0,1
"SRR11445484","PA4288",0,6,1,0
"SRR11445484","PA4288-PA4289",0,0,0,1
"SRR11445484","PA4289",0,21,7,0
"SRR11445484","PA4290",0,9,2,0
"SRR11445484","PA4291",0,5,4,0
"SRR11445484","PA4291-PA4292",0,0,0,1
"SRR11445484","PA4292",0,11,0,0
"SRR11445484","PA4292-pprA",0,0,0,3
"SRR11445484","PA4294",0,3,1,0
"SRR11445484","PA4298",0,3,3,0
"SRR11445484","PA4308",0,20,2,0
"SRR11445484","PA4308-pctA",0,0,0,3
"SRR11445484","PA4311",0,6,1,0
"SRR11445484","PA4312",0,4,0,0
"SRR11445484","PA4313",0,7,1,0
"SRR11445484","PA4313a",0,2,1,0
"SRR11445484","PA4313a-purU1",0,0,0,1
"SRR11445484","PA4317",0,3,0,0
"SRR11445484","PA4318",0,3,2,0
"SRR11445484","PA4319",0,7,1,0
"SRR11445484","PA4320",0,11,7,0
"SRR11445484","PA4321",0,8,4,0
"SRR11445484","PA4322",0,12,1,0
"SRR11445484","PA4323",0,11,3,0
"SRR11445484","PA4324",0,3,0,0
"SRR11445484","PA4325",0,2,0,0
"SRR11445484","PA4325-PA4326",0,0,0,4
"SRR11445484","PA4326",0,2,1,0
"SRR11445484","PA4326-PA4327",0,0,0,3
"SRR11445484","PA4327",0,14,2,0
"SRR11445484","PA4327-PA4328",0,0,0,2
"SRR11445484","PA4328",0,7,1,0
"SRR11445484","PA4330",0,3,0,0
"SRR11445484","PA4330-PA4331",0,0,0,1
"SRR11445484","PA4331",0,13,3,0
"SRR11445484","PA4332",0,11,2,0
"SRR11445484","PA4333",0,9,0,0
"SRR11445484","PA4333-PA4334",0,0,0,1
"SRR11445484","PA4334",0,10,3,0
"SRR11445484","PA4334-PA4335",0,0,0,3
"SRR11445484","PA4335",0,4,1,0
"SRR11445484","PA4336",0,4,4,0
"SRR11445484","PA4336-PA4337",0,0,0,1
"SRR11445484","PA4337",0,4,0,0
"SRR11445484","PA4337-PA4338",0,0,0,2
"SRR11445484","PA4338",0,11,2,0
"SRR11445484","PA4338-PA4339",0,0,0,1
"SRR11445484","PA4339",0,3,0,0
"SRR11445484","PA4340",0,3,1,0
"SRR11445484","PA4341",0,5,2,0
"SRR11445484","PA4342",0,6,1,0
"SRR11445484","PA4343",0,9,2,0
"SRR11445484","PA4344",0,10,1,0
"SRR11445484","PA4344-PA4345",0,0,0,5
"SRR11445484","PA4345",0,4,1,0
"SRR11445484","PA4347",0,11,2,0
"SRR11445484","PA4348",0,5,0,0
"SRR11445484","PA4349",0,3,1,0
"SRR11445484","PA4350",0,4,0,0
"SRR11445484","PA4351",0,5,2,0
"SRR11445484","PA4352",0,6,1,0
"SRR11445484","PA4353",0,2,0,0
"SRR11445484","PA4354",0,1,0,0
"SRR11445484","PA4355",0,5,0,0
"SRR11445484","PA4357",0,0,1,0
"SRR11445484","PA4358",0,16,3,0
"SRR11445484","PA4359-gene-PA4360",0,0,0,1
"SRR11445484","PA4360a",0,4,0,0
"SRR11445484","PA4361",0,6,1,0
"SRR11445484","PA4361-PA4362",0,0,0,1
"SRR11445484","PA4362",0,8,3,0
"SRR11445484","PA4364",0,1,2,0
"SRR11445484","PA4365",0,4,0,0
"SRR11445484","PA4365-sodB",0,0,0,2
"SRR11445484","PA4368",0,6,1,0
"SRR11445484","PA4369",0,2,1,0
"SRR11445484","PA4371",0,10,3,0
"SRR11445484","PA4372",0,5,2,0
"SRR11445484","PA4373",0,8,1,0
"SRR11445484","PA4373-PA4374",0,0,0,2
"SRR11445484","PA4374",0,8,3,0
"SRR11445484","PA4374-PA4375",0,0,0,1
"SRR11445484","PA4375",0,19,1,0
"SRR11445484","PA4375-pncB2",0,0,0,3
"SRR11445484","PA4377",0,0,2,0
"SRR11445484","PA4379",0,4,0,0
"SRR11445484","PA4380",0,10,0,0
"SRR11445484","PA4381",0,12,0,0
"SRR11445484","PA4382",0,6,5,0
"SRR11445484","PA4382-PA4383",0,0,0,5
"SRR11445484","PA4383-PA4384",0,0,0,2
"SRR11445484","PA4384",0,4,5,0
"SRR11445484","PA4384-groEL",0,0,0,1
"SRR11445484","PA4387",0,3,0,0
"SRR11445484","PA4388",0,4,1,0
"SRR11445484","PA4390",0,10,2,0
"SRR11445484","PA4390-PA4391",0,0,0,1
"SRR11445484","PA4391",0,4,0,0
"SRR11445484","PA4392",0,3,3,0
"SRR11445484","PA4394",0,10,1,0
"SRR11445484","PA4394-PA4395",0,0,0,3
"SRR11445484","PA4395",0,5,1,0
"SRR11445484","PA4396",0,6,1,0
"SRR11445484","PA4396-panE",0,0,0,1
"SRR11445484","PA4398",0,15,0,0
"SRR11445484","PA4398-PA4399",0,0,0,1
"SRR11445484","PA4399",0,4,1,0
"SRR11445484","PA4399-PA4400",0,0,0,1
"SRR11445484","PA4400",0,10,2,0
"SRR11445484","PA4400-PA4401",0,0,0,1
"SRR11445484","PA4401",0,3,2,0
"SRR11445484","PA4404",0,1,0,0
"SRR11445484","PA4405",0,1,1,0
"SRR11445484","PA4420",0,15,2,0
"SRR11445484","PA4421",0,1,0,0
"SRR11445484","PA4422",0,2,1,0
"SRR11445484","PA4423",0,15,2,0
"SRR11445484","PA4424",0,1,1,0
"SRR11445484","PA4425",0,4,0,0
"SRR11445484","PA4426",0,4,0,0
"SRR11445484","PA4426-sspB",0,0,0,1
"SRR11445484","PA4429",0,2,0,0
"SRR11445484","PA4430",0,6,0,0
"SRR11445484","PA4431",0,2,0,0
"SRR11445484","PA4434",0,4,0,0
"SRR11445484","PA4434-PA4435",0,0,0,5
"SRR11445484","PA4435",0,1,1,0
"SRR11445484","PA4436",0,3,0,0
"SRR11445484","PA4436-PA4437",0,0,0,1
"SRR11445484","PA4437",0,4,1,0
"SRR11445484","PA4438",0,6,0,0
"SRR11445484","PA4440",0,4,2,0
"SRR11445484","PA4441",0,3,0,0
"SRR11445484","PA4445",0,13,0,0
"SRR11445484","PA4445-algW",0,0,0,1
"SRR11445484","PA4452",0,1,2,0
"SRR11445484","PA4453",0,1,0,0
"SRR11445484","PA4456",0,3,0,0
"SRR11445484","PA4456-PA4457",0,0,0,1
"SRR11445484","PA4457",0,4,0,0
"SRR11445484","PA4458",0,1,2,0
"SRR11445484","PA4459",0,2,0,0
"SRR11445484","PA4460",0,2,0,0
"SRR11445484","PA4461",0,2,0,0
"SRR11445484","PA4461-rpoN",0,0,0,2
"SRR11445484","PA4466",0,1,0,0
"SRR11445484","PA4466-PA4467",0,0,0,1
"SRR11445484","PA4467",0,9,1,0
"SRR11445484","PA4469",1,7,0,0
"SRR11445484","PA4471",0,4,0,0
"SRR11445484","PA4471-pmbA",0,0,0,2
"SRR11445484","PA4473",0,1,0,0
"SRR11445484","PA4474",0,11,1,0
"SRR11445484","PA4475",0,18,2,0
"SRR11445484","PA4475-PA4476",0,0,0,2
"SRR11445484","PA4476",0,43,8,0
"SRR11445484","PA4478",0,6,2,0
"SRR11445484","PA4478-mreD",0,0,0,1
"SRR11445484","PA4485",0,2,2,0
"SRR11445484","PA4486",0,3,1,0
"SRR11445484","PA4486-PA4487",0,0,0,7
"SRR11445484","PA4487",0,6,3,0
"SRR11445484","PA4488",0,16,8,0
"SRR11445484","PA4489",0,38,7,0
"SRR11445484","PA4490",0,2,2,0
"SRR11445484","PA4491",0,13,5,0
"SRR11445484","PA4492",0,6,1,0
"SRR11445484","PA4492-roxR",0,0,0,5
"SRR11445484","PA4495",0,3,0,0
"SRR11445484","PA4495-PA4496",0,0,0,4
"SRR11445484","PA4496",0,15,2,0
"SRR11445484","PA4496-PA4497",0,0,0,2
"SRR11445484","PA4497",0,18,5,0
"SRR11445484","PA4497-PA4498",0,0,0,1
"SRR11445484","PA4498",0,15,0,0
"SRR11445484","PA4498-PA4499",0,0,0,1
"SRR11445484","PA4499",0,1,0,0
"SRR11445484","PA4499-PA4500",0,0,0,2
"SRR11445484","PA4500",0,16,4,0
"SRR11445484","PA4500-opdP",0,0,0,10
"SRR11445484","PA4502",0,5,2,0
"SRR11445484","PA4502-PA4503",0,0,0,1
"SRR11445484","PA4503",0,28,5,0
"SRR11445484","PA4503-PA4504",0,0,0,1
"SRR11445484","PA4504",0,17,4,0
"SRR11445484","PA4505",0,14,1,0
"SRR11445484","PA4506",0,8,1,0
"SRR11445484","PA4507",0,11,4,0
"SRR11445484","PA4507-PA4508",0,0,0,6
"SRR11445484","PA4508",0,5,1,0
"SRR11445484","PA4509",1,27,11,0
"SRR11445484","PA4510",0,5,5,0
"SRR11445484","PA4511",0,7,2,0
"SRR11445484","PA4513",0,25,8,0
"SRR11445484","PA4513-PA4514",0,0,0,4
"SRR11445484","PA4514",0,20,7,0
"SRR11445484","PA4514-PA4515",0,0,0,5
"SRR11445484","PA4515",0,8,1,0
"SRR11445484","PA4516",0,18,6,0
"SRR11445484","PA4516-PA4517",0,0,0,7
"SRR11445484","PA4517",0,15,3,0
"SRR11445484","PA4518",0,2,1,0
"SRR11445484","PA4518-speC",0,0,0,2
"SRR11445484","PA4520",0,11,4,0
"SRR11445484","PA4520-PA4521",0,0,0,3
"SRR11445484","PA4521",0,7,2,0
"SRR11445484","PA4523",0,16,2,0
"SRR11445484","PA4523-nadC",0,0,0,2
"SRR11445484","PA4530",0,0,1,0
"SRR11445484","PA4530-PA4531",0,0,0,1
"SRR11445484","PA4531-PA4532",0,0,0,1
"SRR11445484","PA4532",0,1,0,0
"SRR11445484","PA4533",0,3,1,0
"SRR11445484","PA4534",0,3,0,0
"SRR11445484","PA4534-PA4535",0,0,0,3
"SRR11445484","PA4535",0,4,0,0
"SRR11445484","PA4536",0,1,0,0
"SRR11445484","PA4537-ndh",0,0,0,1
"SRR11445484","PA4539",0,9,8,0
"SRR11445484","PA4539-PA4540",0,0,0,18
"SRR11445484","PA4540",0,7,3,0
"SRR11445484","PA4540-PA4541",0,0,0,1
"SRR11445484","PA4541",0,57,41,0
"SRR11445484","PA4541-PA4541.1",0,0,0,11
"SRR11445484","PA4541.2-PA4541.3",0,0,0,1
"SRR11445484","PA4541.3-clpB",0,0,0,5
"SRR11445484","PA4543",0,3,5,0
"SRR11445484","PA4548",0,4,4,0
"SRR11445484","PA4558",0,6,2,0
"SRR11445484","PA4562",0,6,0,0
"SRR11445484","PA4562-rpsT",0,0,0,2
"SRR11445484","PA4564",0,5,1,0
"SRR11445484","PA4570",0,1,0,0
"SRR11445484","PA4570-PA4571",0,0,0,1
"SRR11445484","PA4571",0,15,5,0
"SRR11445484","PA4571-fklB",0,0,0,2
"SRR11445484","PA4573-PA4574",0,0,0,2
"SRR11445484","PA4574",0,6,1,0
"SRR11445484","PA4574-PA4575",0,0,0,3
"SRR11445484","PA4575",0,1,0,0
"SRR11445484","PA4576",0,22,1,0
"SRR11445484","PA4579",0,10,3,0
"SRR11445484","PA4580",0,5,3,0
"SRR11445484","PA4580-rtcR",0,0,0,1
"SRR11445484","PA4581.1-PA4582",0,0,0,2
"SRR11445484","PA4582",0,10,2,0
"SRR11445484","PA4582-PA4583",0,0,0,1
"SRR11445484","PA4583",0,7,2,0
"SRR11445484","PA4584",0,9,2,0
"SRR11445484","PA4586",0,3,4,0
"SRR11445484","PA4586-ccpR",0,0,0,1
"SRR11445484","PA4589",0,22,3,0
"SRR11445484","PA4589-pra",0,0,0,4
"SRR11445484","PA4591",0,8,5,0
"SRR11445484","PA4592",0,7,3,0
"SRR11445484","PA4593",0,10,1,0
"SRR11445484","PA4594",0,6,2,0
"SRR11445484","PA4594-PA4595",0,0,0,8
"SRR11445484","PA4595",0,17,2,0
"SRR11445484","PA4595-PA4596",0,0,0,16
"SRR11445484","PA4596",0,4,5,0
"SRR11445484","PA4603",0,4,2,0
"SRR11445484","PA4604",0,3,0,0
"SRR11445484","PA4605",0,1,0,0
"SRR11445484","PA4606",0,6,0,0
"SRR11445484","PA4606-PA4607",0,0,0,3
"SRR11445484","PA4607",0,4,0,0
"SRR11445484","PA4607-PA4608",0,0,0,2
"SRR11445484","PA4608-radA",0,0,0,1
"SRR11445484","PA4610",0,0,1,0
"SRR11445484","PA4610-PA4611",0,0,0,3
"SRR11445484","PA4611",0,1,1,0
"SRR11445484","PA4612",0,4,1,0
"SRR11445484","PA4615",0,7,2,0
"SRR11445484","PA4616",0,12,2,0
"SRR11445484","PA4616-PA4617",0,0,0,4
"SRR11445484","PA4617",0,8,2,0
"SRR11445484","PA4617-PA4618",0,0,0,12
"SRR11445484","PA4618",0,10,7,0
"SRR11445484","PA4619",0,9,3,0
"SRR11445484","PA4620",0,1,1,0
"SRR11445484","PA4621",0,17,3,0
"SRR11445484","PA4621-PA4622",0,0,0,1
"SRR11445484","PA4622",0,9,1,0
"SRR11445484","PA4623",0,2,0,0
"SRR11445484","PA4623-PA4624",0,0,0,10
"SRR11445484","PA4624",0,11,3,0
"SRR11445484","PA4625",0,40,7,0
"SRR11445484","PA4625-hprA",0,0,0,4
"SRR11445484","PA4627",0,6,3,0
"SRR11445484","PA4627-lysP",0,0,0,2
"SRR11445484","PA4629",0,5,0,0
"SRR11445484","PA4629-PA4630",0,0,0,2
"SRR11445484","PA4630",0,1,2,0
"SRR11445484","PA4631",0,9,0,0
"SRR11445484","PA4631-PA4632",0,0,0,1
"SRR11445484","PA4632",0,7,2,0
"SRR11445484","PA4632-PA4633",0,0,0,10
"SRR11445484","PA4633",0,28,4,0
"SRR11445484","PA4634",0,5,3,0
"SRR11445484","PA4634-PA4635",0,0,0,7
"SRR11445484","PA4635",0,6,0,0
"SRR11445484","PA4635a",0,3,0,0
"SRR11445484","PA4636",0,11,1,0
"SRR11445484","PA4636-PA4637",0,0,0,3
"SRR11445484","PA4636a-PA4636",0,0,0,1
"SRR11445484","PA4637",0,0,3,0
"SRR11445484","PA4637-PA4637a",0,0,0,7
"SRR11445484","PA4637a",1,1,0,0
"SRR11445484","PA4639",0,6,0,0
"SRR11445484","PA4639-mqoB",0,0,0,2
"SRR11445484","PA4642",0,0,1,0
"SRR11445484","PA4643",0,3,1,0
"SRR11445484","PA4643-PA4644",0,0,0,2
"SRR11445484","PA4644",0,2,0,0
"SRR11445484","PA4645",0,2,1,0
"SRR11445484","PA4645-upp",0,0,0,1
"SRR11445484","PA4648",0,1,2,0
"SRR11445484","PA4648-PA4649",0,0,0,1
"SRR11445484","PA4649",0,2,1,0
"SRR11445484","PA4650",0,0,6,0
"SRR11445484","PA4651",0,5,9,0
"SRR11445484","PA4652",0,14,3,0
"SRR11445484","PA4653",0,7,2,0
